name	score
Paris, je t'aime	7.3
Ice Age: The Meltdown	6.9
ATL	6.0
Clerks II	7.4
Littleman	4.3
Catch and Release	6.0
Running Scared	7.4
Candy	7.3
Southland Tales	5.5
Alex Rider: Operation Stormbreaker	5.1
The Exterminating Angels	5.5
Pulse	4.7
Fearless	7.7
My Super Ex-Girlfriend	5.1
Hollywoodland	6.5
Gridiron Gang	6.9
Arthur and the Invisibles	6.0
Stay Alive	5.1
The History Boys	6.9
Black Sheep	5.8
Open Season	6.2
Starter for 10	6.7
Hatchet	5.7
The Wind That Shakes the Barley	7.5
Amazing Grace	7.5
Black Christmas	4.6
Amores asesinos	6.5
16 Blocks	6.6
Glory Road	7.2
Firewall	5.8
You, Me and Dupree	5.6
Flyboys	6.6
The Grudge 2	5.0
The Sentinel	6.1
Loving Annabelle	6.6
Everyone's Hero	5.8
Curse of the Golden Flower	7.0
Facing the Giants	6.7
Running with Scissors	6.2
Curious George	6.6
Take the Lead	6.7
Big Momma's House 2	4.6
The Santa Clause 3: The Escape Clause	4.7
Bobby	7.0
Miss Potter	7.0
Factory Girl	6.4
Después de la boda	7.8
Madea's Family Reunion	5.1
Cuentos de Terramar	6.5
See No Evil	5.1
Goya's Ghosts	6.9
La Granja	5.6
Fur: An Imaginary Portrait of Diane Arbus	6.5
Van Wilder 2: The Rise of Taj	4.8
Find Me Guilty	7.1
The Unknown Woman	7.5
School for Scoundrels	5.9
Employee of the Month	5.5
Something New	6.8
Another Gay Movie	5.0
Friends with Money	5.8
The Ultimate Gift	7.4
The Science of Sleep	7.3
Garfield 2	5.0
Taxidermia	7.0
The Last Kiss	6.5
Unknown	6.5
The Namesake	7.6
The Ant Bully	5.9
One Night with the King	6.3
Akeelah and the Bee	7.5
American Dreamz	5.5
Last Holiday	6.4
Vida salvaje	5.3
Behind the Mask: The Rise of Leslie Vernon	6.8
A Guide to Recognizing Your Saints	7.0
Priceless	7.0
Fast Food Nation	6.3
Infamous	7.1
Annapolis	5.8
Lejos de ella	7.6
The Astronaut Farmer	6.3
Hombre lobo	4.6
Man of the Year	6.2
Seraphim Falls	6.7
The Foot Fist Way	6.4
Poultrygeist: Night of the Chicken Dead	6.2
Let's Go to Prison	6.0
Breaking and Entering	6.5
The Good German	6.1
The Dead Girl	6.7
Flicka	6.2
Blind Dating	6.1
Unaccompanied Minors	5.1
Mi mascota es un zombie	6.7
Deck the Halls	4.9
Transformers	7.1
No Country for Old Men	8.1
Zodiac	7.7
Stardust	7.7
Harry Potter and the Order of the Phoenix	7.5
Shooter	7.2
Hot Fuzz	7.9
There Will Be Blood	8.1
Into the Wild	8.1
The Mist	7.2
Gone Baby Gone	7.7
Pirates of the Caribbean: At World's End	7.1
Superbad	7.6
I Am Legend	7.2
August Rush	7.5
Fracture	7.2
Atonement	7.8
Spider-Man 3	6.2
Halloween	6.1
Hairspray	6.7
Ratatouille	8.0
The Assassination of Jesse James by the Coward Robert Ford	7.5
Sunshine	7.3
Juno	7.5
Funny Games	6.5
Enchanted	7.1
The Golden Compass	6.1
American Gangster	7.8
Sweeney Todd: The Demon Barber of Fleet Street	7.4
The Bourne Ultimatum	8.1
Beowulf	6.2
28 Weeks Later	7.0
P.S. I Love You	7.1
1408	6.8
Knocked Up	7.0
Eastern Promises	7.7
Hitman - Agente 47	6.3
Live Free or Die Hard	7.2
Across the Universe	7.4
Grindhouse	7.6
Bridge to Terabithia	7.2
Ghost Rider	5.2
The Darjeeling Limited	7.2
Hostel: Part II	5.5
Disturbia	6.9
The Number 23	6.4
Margot at the Wedding	6.1
Rush Hour 3	6.2
The Babysitters	5.7
3:10 to Yuma	7.7
Shrek the Third	6.1
Evan Almighty	5.4
The Orphanage	7.5
Lars and the Real Girl	7.4
Aliens vs. Predator: Requiem	4.7
Dead Silence	6.2
30 Days of Night	6.6
Saw IV	5.9
Ocean's Thirteen	6.9
Bee Movie	6.1
Escritores de la libertad	7.5
The Bucket List	7.4
The Heartbreak Kid	5.8
Paranormal Activity	6.3
Mr. Brooks	7.3
The Simpsons Movie	7.4
Charlie Wilson's War	7.1
Hannibal Rising	6.2
La Vie en Rose	7.6
The Game Plan	6.2
I Now Pronounce You Chuck & Larry	6.0
Resident Evil: Extinction	6.3
Fantastic 4: Rise of the Silver Surfer	5.6
Next	6.2
Dan in Real Life	6.8
Death at a Funeral	7.4
Shoot 'Em Up	6.7
National Treasure: Book of Secrets	6.5
Hot Rod	6.7
Good Luck Chuck	5.6
Michael Clayton	7.3
Once	7.9
Blades of Glory	6.3
The Last Legion	5.4
Norbit	4.0
Mi historia sin mi	7.0
Meet the Robinsons	6.9
Death Sentence	6.8
Mr. Bean's Holiday	6.3
Teeth	5.4
Elite Squad	8.1
Wild Hogs	5.9
Alvin and the Chipmunks	5.2
Bratz	2.9
Epic Movie	2.3
The Hills Have Eyes II	5.1
The Invasion	5.9
Before the Devil Knows You're Dead	7.3
Music and Lyrics	6.5
Elizabeth: The Golden Age	6.9
Awake	6.5
Walk Hard: The Dewey Cox Story	6.7
Rewind	7.2
The Kingdom	7.1
Reign Over Me	7.5
The Hitcher	5.6
Shelter	7.8
Lions for Lambs	6.2
Vacancy	6.2
The Kite Runner	7.6
Waitress	7.0
Rendition	6.8
Perfect Stranger	5.7
We Own the Night	6.9
88 Minutes	5.9
Like Stars on Earth	8.5
Because I Said So	5.6
Balls of Fury	5.3
Becoming Jane	7.1
Premonition	5.9
Rogue	6.2
Control	7.7
Youth Without Youth	6.3
The Diving Bell and the Butterfly	8.0
Surf's Up	6.7
War	6.3
The Brave One	6.8
The Nanny Diaries	6.2
The Invisible	6.3
TMNT: Las Tortugas Ninja	6.3
Breach	7.0
I Know Who Killed Me	3.6
Savage Grace	5.9
Pathfinder	5.4
Mr. Woodcock	5.2
Martian Child	6.8
No Reservations	6.3
The Condemned	6.1
Sydney White	6.3
Nancy Drew	5.9
In the Name of the King: A Dungeon Siege Tale	3.8
Love in the Time of Cholera	6.4
Persépolis	8.1
The Reaping	5.7
In the Valley of Elah	7.2
In the Land of Women	6.5
The Great Debaters	7.6
Noches púrpuras	6.7
El asesino de John Lennon	5.7
Sex and Death 101	6.0
Captivity	4.7
P2	5.9
Mr. Magorium's Wonder Emporium	6.2
Retrato de amor	5.9
The Jane Austen Book Club	6.8
Crimen sin perdón	7.4
Run, Fatboy, Run	6.6
Wind Chill	5.9
Diary of the Dead	5.7
Son of Rambow	7.0
The Messengers	5.4
License to Wed	5.3
Eagle vs Shark	6.8
Charlie Bartlett	7.0
Lust, Caution	7.6
Sleuth	6.5
The Visitor	7.7
Mi mascota es un monstruo	6.5
4 Months, 3 Weeks and 2 Days	7.9
The Lookout	7.1
Underdog	4.8
Stomp the Yard	5.3
The Counterfeiters	7.6
Postal	4.5
Snow Angels	6.9
Georgia Rule	5.9
Fred Claus	5.6
Cassandra's Dream	6.7
Daddy's Little Girls	5.5
The Nines	6.4
The Last Mimzy	6.3
Feast of Love	6.7
The Savages	7.2
Sukiyaki Western Django	6.3
Are We Done Yet?	4.0
Primeval	4.7
Things We Lost in the Fire	7.2
The Hunting Party	6.9
Mongol: The Rise of Genghis Khan	7.3
A Mighty Heart	6.7
The Comebacks	4.2
Flawless	6.8
XXY	7.1
Towelhead	7.0
Reservation Road	6.7
Talk to Me	7.4
Boy A	7.7
Hounddog	6.3
Smiley Face	5.8
Timber Falls	5.3
Why Did I Get Married?	5.7
This Christmas	6.2
Blood and Chocolate	5.5
Then She Found Me	6.0
Battle in Seattle	6.7
Un verano para toda la vida	6.6
Mother of Tears	5.1
The Air I Breathe	6.9
Descent	4.8
Evening	6.6
Dragon Wars: D-War	3.6
Rocket Science	6.7
I Think I Love My Wife	5.5
Under the Same Moon	7.4
Redline	4.0
The Seeker: The Dark Is Rising	4.8
Reno 911!: Miami	5.9
Alucinaciones	4.7
2 Days in Paris	6.8
Lucky You	5.9
The Dark Knight	9.0
Twilight	5.2
Hellboy II: The Golden Army	7.0
The House Bunny	5.5
Mamma Mia!	6.4
The Strangers	6.2
Tropic Thunder	7.0
Iron Man	7.9
Búsqueda implacable	7.8
The Curious Case of Benjamin Button	7.8
RocknRolla	7.3
The Wrestler	7.9
Wanted	6.7
Slumdog Millionaire	8.0
WALL·E	8.4
The Incredible Hulk	6.8
Sex and the City	5.5
Eden Lake	6.8
In Bruges	7.9
Step Brothers	6.9
Gran Torino	8.2
21	6.8
The Boy in the Striped Pajamas	7.8
Bronson	7.1
Quantum of Solace	6.6
Forgetting Sarah Marshall	7.2
The Hurt Locker	7.6
Cloverfield	7.0
Pineapple Express	7.0
27 Dresses	6.1
Indiana Jones and the Kingdom of the Crystal Skull	6.2
Vicky Cristina Barcelona	7.1
Revolutionary Road	7.3
Punisher: War Zone	6.0
The Mummy: Tomb of the Dragon Emperor	5.2
Easy Virtue	6.7
Hancock	6.4
Body of Lies	7.1
Kung Fu Panda	7.6
The Spiderwick Chronicles	6.6
Zack and Miri Make a Porno	6.6
The Happening	5.0
Valkyrie	7.1
The Reader	7.6
The Chronicles of Narnia: Prince Caspian	6.6
Rambo 4: Regreso al Infierno	7.0
Fool's Gold	5.7
Get Smart	6.5
Seven Pounds	7.7
Un par nada ejemplar	6.9
Jumper	6.1
Let the Right One In	7.9
Never Back Down	6.6
The Other Boleyn Girl	6.7
Doomsday	6.0
Burn After Reading	7.0
Outlander	6.3
Definitely, Maybe	7.2
You Don't Mess with the Zohan	5.5
Changeling	7.8
The Bank Job	7.3
Max Payne	5.4
Journey to the Center of the Earth	5.8
Sex Drive	6.5
Made of Honor	5.9
Death Race	6.4
Yes Man	6.8
Wild Child	6.1
Bolt	6.9
Saw V	5.8
The Rocker	6.2
Milk	7.6
Babylon A.D.	5.6
What Happens in Vegas	6.1
Ponyo	7.7
W.	6.3
10,000 BC	5.1
Marley & Me	7.1
Hunger	7.6
Australia	6.6
Speed Racer	6.0
The Duchess	6.9
The Spirit	4.8
Defiance	7.2
The Women	4.9
Eagle Eye	6.6
Harold & Kumar Escape from Guantanamo Bay	6.6
Synecdoche, New York	7.5
Doubt	7.5
Mirrors	6.2
The Day the Earth Stood Still	5.5
Horton Hears a Who!	6.8
Step Up 2: The Streets	6.2
Disaster Movie	1.9
High School Musical 3: Senior Year	4.6
Nim's Island	6.0
El libro mágico	6.1
Madagascar: Escape 2 Africa	6.7
The Forbidden Kingdom	6.6
The Ruins	5.9
El transportador 3	6.1
Street Kings	6.8
Semi-Pro	5.8
Meet the Spartans	2.7
Vantage Point	6.6
Felon	7.5
Nick and Norah's Infinite Playlist	6.7
City of Ember	6.5
Bedtime Stories	6.1
Quarantine	6.0
Pride and Glory	6.7
Be Kind Rewind	6.4
Passengers	5.9
The Secret Life of Bees	7.3
Appaloosa	6.8
Good Dick	6.4
The Express	7.3
Sunshine Cleaning	6.9
Lakeview Terrace	6.1
Frost/Nixon	7.7
Nothing But the Truth	7.2
Prom Night	3.9
New York, I Love You	6.3
Shutter	5.2
Deception	6.1
The Edge of Love	6.3
The Midnight Meat Train	6.1
Righteous Kill	6.0
Superhero Movie	4.5
The X Files: I Want to Believe	5.9
Surfer, Dude	4.7
My Best Friend's Girl	5.9
How to Lose Friends & Alienate People	6.5
Pathology	6.0
Ghajini	7.3
The Brothers Bloom	6.8
Rachel Getting Married	6.7
I Can't Think Straight	6.7
Nights in Rodanthe	6.0
Gomorrah	7.0
Untraceable	6.2
The Sisterhood of the Traveling Pants 2	6.2
Two Lovers	7.1
The Burning Plain	6.8
Soul Men	6.5
Miss Pettigrew Lives for a Day	7.1
Killshot	6.0
The Hottie & the Nottie	1.9
Drillbit Taylor	5.7
Ceguera	6.6
Chaos Theory	6.7
Fireproof	6.6
Happy-Go-Lucky	7.0
Repo! The Genetic Opera	6.7
Cadillac Records	7.0
Pontypool	6.7
Ni en tu casa ni en la mía	5.6
Ghost Town	6.7
Baby Mama	6.0
Dream Boy	6.2
Leatherheads	6.0
Over Her Dead Body	5.2
Red Cliff	7.4
Che: Part One	7.2
Bangkok Dangerous	5.4
The Eye	5.4
The Love Guru	3.8
Choke	6.5
Star Wars: The Clone Wars	5.9
Transsiberian	6.7
Stop-Loss	6.5
The Merry Gentleman	6.6
Brideshead Revisited	6.7
Meet Dave	4.9
Oorlogswinter	7.0
Bottle Shock	6.8
Garden Party	5.6
The Oxford Murders	6.1
The Stoning of Soraya M.	8.0
Traitor	7.0
Swing Vote	6.1
The Good the Bad the Weird	7.3
What Just Happened	5.7
Hell Ride	5.1
One Missed Call	4.0
The Informers	5.1
Waltz with Bashir	8.0
Igor	6.0
Welcome to the Sticks	7.1
Strange Wilderness	5.3
The Tale of Despereaux	6.1
The Baader Meinhof Complex	7.4
Pretty Ugly People	5.0
Meet the Browns	4.1
Mutant Chronicles	5.2
Me and Orson Welles	6.8
The Wackness	7.0
Flame & Citron	7.3
College Road Trip	4.3
Beverly Hills Chihuahua	3.7
Surveillance	6.4
Forever Strong	7.3
The Haunting of Molly Hartley	3.9
Donkey Punch	5.2
First Sunday	4.3
Mad Money	5.8
Welcome Home, Roscoe Jenkins	5.4
The Class	7.5
Fireflies in the Garden	6.5
Miracle at St. Anna	6.0
Redbelt	6.8
Kit Kittredge: An American Girl	6.6
Elegy	6.8
The Escapist	6.8
College	4.6
Mesrine Part 1: Killer Instinct	7.6
The Red Baron	6.4
The Family That Preys	5.4
Hamlet 2	6.4
War, Inc.	5.7
Watchmen	7.6
Avatar	7.8
Inglourious Basterds	8.3
Star Trek	8.0
The Hangover	7.8
Harry Potter and the Half-Blood Prince	7.5
Fantastic Mr. Fox	7.8
Zombieland	7.7
Up in the Air	7.4
The Blind Side	7.7
Friday the 13th	5.6
Sherlock Holmes	7.6
2012	5.8
Coraline	7.7
X-Men Origins: Wolverine	6.7
Up	8.3
Mr. Nobody	7.9
Chloe	6.3
3 Idiots	8.4
500 Days of Summer	7.7
Terminator Salvation	6.6
Moon	7.9
Transformers: Revenge of the Fallen	6.0
The Secret in Their Eyes	8.2
The Girl with the Dragon Tattoo	7.8
Dragonball: Evolution	2.6
Dogtooth	7.3
Orphan	7.0
Sector 9	8.0
Angels & Demons	6.7
Jennifer's Body	5.1
Anticristo	6.6
The Proposal	6.7
The Road	7.3
Law Abiding Citizen	7.4
Race to Witch Mountain	5.7
My Sister's Keeper	7.4
G.I. Joe: The Rise of Cobra	5.8
The Last House on the Left	6.6
Fast & Furious	6.6
The Lovely Bones	6.7
A él no le gustas tanto	6.4
The Human Centipede (First Sequence)	4.4
Pandorum	6.8
Public Enemies	7.0
17 Again	6.4
A Single Man	7.6
Surrogates	6.3
The Twilight Saga: New Moon	4.6
My Bloody Valentine	5.5
The Princess and the Frog	7.1
The Imaginarium of Doctor Parnassus	6.8
I Love You, Man	7.0
Cirque du Freak: The Vampire's Assistant	5.9
The Uninvited	6.4
Enter the Void	7.3
The Young Victoria	7.3
Brothers	7.1
The House of the Devil	6.4
Halloween II	4.9
Valhalla Rising	6.0
The Ugly Truth	6.5
Year One	4.9
Fired Up!	6.2
Julie & Julia	7.0
9	7.1
The Final Destination	5.2
Notorious	6.7
Nine	5.8
Mother	7.8
Bright Star	7.0
Push	6.1
Funny People	6.3
Precious	7.3
El juego del miedo VI	6.0
An Education	7.3
Gamer	5.8
Bride Wars	5.5
Couples Retreat	5.5
Drag Me to Hell	6.6
Pirate Radio	7.4
Splice: experimento mortal	5.8
Underworld: Rise of the Lycans	6.6
La hermandad	6.5
Monsters vs. Aliens	6.5
Paul Blart: Mall Cop	5.2
The Taking of Pelham 123	6.4
The Time Traveler's Wife	7.1
Knowing	6.2
A Serious Man	7.0
Cloudy with a Chance of Meatballs	7.0
The Men Who Stare at Goats	6.2
Miss March	5.0
Adventureland	6.8
The Box	5.6
The Collector	6.4
Invictus	7.4
The Stepfather	5.6
Night at the Museum: Battle of the Smithsonian	5.9
Land of the Lost	5.4
Case 39	6.2
It's Complicated	6.6
Donde viven los monstruos	6.8
Crank: High Voltage	6.2
Crazy Heart	7.3
The Unborn	4.8
Hotel para perros	5.4
Hannah Montana: The Movie	4.3
The Girl Who Played with Fire	7.2
Agora	7.2
Obsessed	4.9
State of Play	7.1
Spread	5.9
Brüno	5.8
The Fourth Kind	5.9
The Haunting in Connecticut	5.9
Ninja Assassin	6.4
Madea Goes to Jail	4.3
Whatever Works	7.2
Whiteout	5.5
About Elly	8.1
Middle Men	6.6
Ghosts of Girlfriends Past	5.8
The Invention of Lying	6.4
Extract	6.2
Ice Age: Dawn of the Dinosaurs	7.0
A Prophet	7.9
In the Loop	7.5
Alvin and the Chipmunks: The Squeakquel	4.5
A Perfect Getaway	6.5
Whip It	6.9
A Christmas Carol	6.8
The White Ribbon	7.8
The International	6.5
Confessions of a Shopaholic	5.9
Old Dogs	5.4
Fish Tank	7.3
Fighting	5.6
The Boondock Saints II: All Saints Day	6.3
Brooklyn's Finest	6.7
Black Dynamite	7.4
The Informant!	6.5
Observe and Report	5.8
Una pareja dispareja	6.6
All About Steve	4.8
The Girlfriend Experience	5.5
Fame	5.0
I Love You, Beth Cooper	5.3
Youth in Revolt	6.5
The Girl Who Kicked the Hornet's Nest	7.3
Duplicity	6.2
Away We Go	7.1
Fanboys	6.6
Harry Brown	7.2
New in Town	5.6
I Am Love	7.0
Sin Nombre	7.6
Bad Lieutenant: Port of Call New Orleans	6.7
Thirst	7.2
Sorority Row	5.1
The Soloist	6.7
After.Life	5.9
Cracks	6.7
Dead Snow	6.3
Nowhere Boy	7.2
Bitch Slap	4.5
Paper Man	6.6
Now & Later	5.2
Coco Before Chanel	6.7
Aliens in the Attic	5.4
District 13: Ultimatum	6.5
Street Fighter: La leyenda	3.7
The Secret of Kells	7.7
Everybody's Fine	7.2
G-Force	5.1
Love Happens	5.6
World's Greatest Dad	6.9
Shorts	4.8
Crossing Over	6.8
The Joneses	6.5
The Pink Panther 2	5.6
Carriers	6.0
Perrier's Bounty	6.4
Astro Boy	6.3
Planeta 51	6.1
Love and Other Impossible Pursuits	6.4
Did You Hear About the Morgans?	4.8
Chéri	6.2
Today's Special	6.7
12 Rounds	5.6
Amelia	5.8
Broken Embraces	7.2
Taking Woodstock	6.7
[Rec] 2	6.6
The Goods: Live Hard, Sell Hard	5.8
The Damned United	7.6
Defendor	6.8
Armored	5.7
Solitary Man	6.4
I Hope They Serve Beer in Hell	5.3
My Life in Ruins	5.9
City Island	7.4
The Disappearance of Alice Creed	6.8
Adam	7.2
The Limits of Control	6.3
The Good Guy	5.9
Survival of the Dead	4.9
The Messenger	7.2
The Slammin' Salmon	6.5
Summer Wars	7.6
Get Low	7.1
Ondine	6.8
Tetro	6.9
Mystery Team	6.8
The Last Station	7.0
The Canyon	5.9
I Can Do Bad All by Myself	4.2
Arthur and the Revenge of Maltazard	5.3
Tanner Hall	5.9
Beyond a Reasonable Doubt	5.9
Inception	8.8
Black Swan	8.0
Scott Pilgrim vs. the World	7.5
Shutter Island	8.1
Harry Potter and the Deathly Hallows: Part 1	7.7
Kick-Ass	7.7
She's Out of My League	6.4
Clash of the Titans	5.8
Incendies	8.2
Insidious	6.8
The Social Network	7.7
Despicable Me	7.7
The Town	7.6
Tangled	7.8
Percy Jackson & the Olympians: The Lightning Thief	5.9
The King's Speech	8.0
Easy A	7.1
Iron Man 2	7.0
Love & Other Drugs	6.7
TRON: Legacy	6.8
Legion	5.2
Alice in Wonderland	6.5
True Grit	7.6
A Nightmare on Elm Street	5.2
RED	7.1
The Book of Eli	6.9
Sex and the City 2	4.4
The A-Team	6.8
Knight and Day	6.3
Toy Story 3	8.3
Blue Valentine	7.4
I Spit on Your Grave	6.3
How to Train Your Dragon	8.1
Remember Me	7.2
Prince of Persia: The Sands of Time	6.6
Greenberg	6.1
The Fighter	7.8
Never Let Me Go	7.2
Grown Ups	6.0
Nanny McPhee Returns	6.1
Saw 3D: The Final Chapter	5.6
Tucker and Dale vs Evil	7.6
Robin Hood	6.7
Salt	6.4
The Expendables	6.5
The Last Airbender	4.2
Life as We Know It	6.6
Date Night	6.3
Burlesque	6.4
127 Hours	7.6
Predators	6.4
The Next Three Days	7.4
The Other Guys	6.7
Leap Year	6.5
The Karate Kid	6.2
The Twilight Saga: Eclipse	4.9
Four Lions	7.3
All Good Things	6.3
When in Rome	5.6
Winter's Bone	7.2
Piranha 3D	5.5
Hot Tub Time Machine	6.4
Unstoppable	6.8
Faster	6.5
Centurion	6.4
Ramona and Beezus	6.7
I Saw the Devil	7.8
Diary of a Wimpy Kid	6.2
Valentine's Day	5.7
Edge of Darkness	6.6
Charlie St. Cloud	6.5
Let Me In	7.2
Megamind	7.3
Sepultado	7.0
Shrek Forever After	6.3
Flipped	7.7
The Tourist	6.0
You Again	5.8
The Chronicles of Narnia: The Voyage of the Dawn Treader	6.3
Machete	6.6
Monsters	6.4
The Sorcerer's Apprentice	6.1
Wall Street: Money Never Sleeps	6.2
The Man from Nowhere	7.8
Dear John	6.3
Eat Pray Love	5.7
Due Date	6.6
Secretos Peligrosos	7.2
The Losers	6.4
The Crazies	6.5
It's Kind of a Funny Story	7.1
Little Fockers	5.5
Super	6.8
Get Him to the Greek	6.4
The Way Back	7.3
The Last Song	5.9
Black Death	6.4
Animal Kingdom	7.3
Elektra Luxx	5.1
Resident Evil: Afterlife	5.9
Biutiful	7.5
Devil	6.3
The Switch	6.1
The Ghost Writer	7.2
The Wolfman	5.8
Last Night	6.6
Takers	6.2
Jonah Hex	4.7
Boy	7.5
The Back-up Plan	5.3
The Bounty Hunter	5.5
The Runaways	6.6
Submarine	7.3
Skyline	4.4
How Do You Know	5.4
Frozen	6.2
Somewhere	6.3
The Debt	6.9
Beginners	7.2
Killers	5.4
The Way	7.4
Letters to Juliet	6.6
Rabbit Hole	7.0
Trust	6.9
Trollhunter	7.0
París en la Mira	6.5
Dinner for Schmucks	5.9
Green Zone	6.8
The Kids Are All Right	7.1
Hereafter	6.5
The Spy Next Door	5.4
The American	6.3
Wild Target	6.9
13 Assassins	7.6
Legend of the Guardians: The Owls of Ga'Hoole	7.0
Fair Game	6.8
Cop Out	5.6
Step Up 3D	6.2
The Secret World of Arrietty	7.6
Death at a Funeral	5.7
Don't Be Afraid of the Dark	5.6
My Name Is Khan	8.0
Repo Men	6.3
Vampires Suck	3.5
Morning Glory	6.5
The Company Men	6.8
I'm Still Here	6.2
Tooth Fairy	5.0
Stake Land	6.5
La versión de mi vida	7.3
Secretariat	7.2
Rubber	5.8
Tamara Drewe	6.2
You Will Meet a Tall Dark Stranger	6.3
Ip Man 2	7.6
The Killer Inside Me	6.1
Gulliver's Travels	4.9
Little White Lies	7.1
MacGruber	5.5
Paranormal Activity 2	5.7
El último exorcismo	5.6
Stone	5.4
Going the Distance	6.3
Hesher	7.1
Heartbeats	7.2
Passion Play	5.0
Easy Money	6.7
Dirty Girl	6.5
Conviction	7.2
Elite Squad: The Enemy Within	8.1
London Boulevard	6.2
The Conspirator	6.9
Waiting for Forever	6.0
The Tempest	5.4
Cyrus	6.3
Yogi Bear	4.6
Country Strong	6.3
The Trip	7.0
The Perfect Host	6.8
Beyond the Black Rainbow	6.0
Burke and Hare	6.2
Meek's Cutoff	6.6
Kaboom	5.7
In a Better World	7.7
Love Ranch	5.7
Made in Dagenham	7.2
The Romantics	5.1
Twelve	5.7
The Last Circus	6.6
Everything Must Go	6.4
The Warrior's Way	6.3
My Soul to Take	4.8
Extraordinary Measures	6.5
For Colored Girls	6.0
Hatchet II	5.5
Marmaduke	4.2
Heartbreaker	6.8
Happythankyoumoreplease	6.8
La vida según Attenberg	6.2
A Little Help	5.7
Even the Rain	7.5
Red Hill	6.4
The Housemaid	6.5
Dylan Dog: Dead of Night	5.1
Certified Copy	7.3
Casino Jack	6.2
Kites: Más allá de las fronteras	6.1
La llave de Sarah	7.5
Henry's Crime	6.0
Welcome to the Rileys	7.0
Frankie & Alice	6.5
Norwegian Wood	6.4
Cats & Dogs: The Revenge of Kitty Galore	4.3
Furry Vengeance	3.8
Uncle Boonmee Who Can Recall His Past Lives	6.6
Guzaarish	7.5
Another Year	7.3
Vanishing on 7th Street	4.9
Tiny Furniture	6.2
Alpha and Omega	5.3
Harry Potter and the Deathly Hallows: Part 2	8.1
Cowboys & Aliens	6.0
Pirates of the Caribbean: On Stranger Tides	6.6
Drive	7.8
The Help	8.1
Crazy, Stupid, Love.	7.4
The Girl with the Dragon Tattoo	7.8
El espía que sabía demasiado	7.1
Bridesmaids	6.8
Sucker Punch	6.1
Thor	7.0
The Intouchables	8.6
Captain America: The First Avenger	6.9
Warrior	8.2
X-Men: First Class	7.8
Green Lantern	5.6
Limitless	7.4
Immortals	6.0
Super 8	7.0
Rise of the Planet of the Apes	7.6
Priest	5.7
Transformers: Dark of the Moon	6.3
In Time	6.7
We Bought a Zoo	7.1
Midnight in Paris	7.7
Source Code	7.5
Mission: Impossible - Ghost Protocol	7.4
Just Go with It	6.4
The Lincoln Lawyer	7.3
Horrible Bosses	6.9
I Am Number Four	6.1
Shame	7.2
Scream 4	6.2
Friends with Benefits	6.6
Bad Teacher	5.7
Hugo	7.5
You're Next	6.5
Moneyball	7.6
One Day	7.0
Goon	6.8
No Strings Attached	6.2
The Twilight Saga: Breaking Dawn - Part 1	4.9
We Need to Talk About Kevin	7.5
Sherlock Holmes: A Game of Shadows	7.5
Melancolía	7.1
Fast Five	7.3
Hanna	6.8
The Adjustment Bureau	7.1
La piel que habito	7.6
The Grey	6.8
Real Steel	7.1
Rango	7.2
The Good Doctor	5.6
The Thing	6.2
Conan the Barbarian	5.2
The Tree of Life	6.8
The Descendants	7.3
Paul	7.0
The Change-Up	6.3
Contagion	6.6
A Separation	8.4
Footloose	5.9
Abduction	5.1
Killer Joe	6.7
Soul Surfer	7.1
The Three Musketeers	5.8
50/50	7.7
Hall Pass	5.9
Sleeping Beauty	5.3
The Hangover Part II	6.5
Cars 2	6.2
The Raid: Redemption	7.6
Jane Eyre	7.4
The Adventures of Tintin	7.4
Colombiana	6.4
Your Highness	5.6
War Horse	7.2
A Dangerous Method	6.5
Johnny English Reborn	6.3
The Mechanic	6.6
The Ides of March	7.1
The Artist	7.9
J. Edgar	6.6
Battle Los Angeles	5.8
The Art of Getting By	6.6
Margin Call	7.1
Fright Night	6.4
Rio	6.9
Headhunters	7.6
The Smurfs	5.5
Like Crazy	6.7
Attack the Block	6.6
Take Shelter	7.4
Unknown	6.9
Beastly	5.6
Final Destination 5	5.9
My Week with Marilyn	7.0
Kung Fu Panda 2	7.3
Red State	6.2
Another Earth	7.0
Ghost Rider: Spirit of Vengeance	4.3
Red Riding Hood	5.4
The Roommate	4.9
Water for Elephants	6.9
The Sitter	5.7
Agentes Secretos	5.8
What's Your Number?	6.1
Perfect Sense	7.1
Straw Dogs	5.8
Take Me Home Tonight	6.3
Tower Heist	6.2
Drive Angry	5.4
The Best Exotic Marigold Hotel	7.3
The Human Centipede II (Full Sequence)	3.9
Dream House	6.0
New Year's Eve	5.7
Larry Crowne	6.1
Killer Elite	6.5
The Rite	6.0
Spy Kids 4: All the Time in the World	3.6
10 Years	6.1
Princesa por accidente	5.8
The Inbetweeners Movie	6.8
The Guard	7.3
Extremely Loud & Incredibly Close	6.9
The Devil's Double	7.1
Something Borrowed	5.9
Martha Marcy May Marlene	6.9
The Rum Diary	6.2
The Iron Lady	6.4
¿Sabes quién viene?	7.2
The Innkeepers	5.5
The Dilemma	5.3
30 minutos o menos	6.1
The Green Hornet	5.8
Trespass	5.3
The Muppets	7.1
The Darkest Hour	4.9
Season of the Witch	5.4
Gnomeo & Juliet	6.0
Kill the Irishman	7.1
Weekend	7.7
W.E.	6.2
Bernie	6.8
The Eagle	6.2
Machine Gun Preacher	6.8
Silent House	5.3
Jack and Jill	3.4
Seeking Justice	6.2
Butter	6.2
Puss in Boots	6.7
Young Adult	6.3
